name,target,equipment,Level,gym,home,goal,bodyPart,type,sets,cluster
FYR Hollow Hold,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Tip-toe crunch,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Knee-to-nose pulse,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Plank walk-out,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
FYR V-Up,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Long sit-up,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
FYR Breakdancer,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Seated leg lift,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Gorilla burpee,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Knee-in to V-out,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Bear crawl push-up,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
FYR Front Step,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Plank reach,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Eiffel Tower leg raise,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Straight-arm plank,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Plank up-down,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Frog kick,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
FYR Knees to Chest,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Front kick-through,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
FYR Sit-Up,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
FYR Leg Lift,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
TBS Toes-to-bar,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
FYR Mountain Climber,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Roman Chair Side Ups,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Push-Up Roll Out - Gethin Variation,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Cross-Body Crunch - Gethin Variation,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Decline leg lift with twist,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Hanging Leg Raise - Variation Gethin,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Butterfly crunch,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Cross-body mountain climber,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Flat Bench Lying Leg Raise - Gethin Variation,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Lying leg lift,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Hanging alternating single-leg raise,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Plank Walk,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Sit-Up - Gethin Variation,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Plank Push-Up,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Decline crunch-,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Alternating lying leg raise,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Decline leg lift,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Crunch - Gethin Variation,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Plank - Gethin Variation,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Barbell floor wiper,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Prison Push-Up,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
McGill Modified Curl-Up,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Cross-body toe-touch,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Toy soldier,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Natural Glute Ham Raise with Stability Ball,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Lateral ape,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Hollow-body knee tuck,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
HM Air Jumping Rope,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
HM Alternating Lunge Reach,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
HM Alternating Side Plank Reach,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
HM Superman Plank,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
HM Table Pose,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
HM Toe Touch,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
HM Right Side Bird-Dog,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
HM Right Side Crunch,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
HM Bicycle,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
HM Bird-Dog Plank,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
HM Boat Pose,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
HM Bottoms Up,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
HM Bridge,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
HM Running Man Crunch,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
HM Seated Twist,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
HM Side-Bend Pose,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
HM Side-Plank Arm Wrap,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
HM Side-Plank with Hip Touch,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
HM Side-Plank with Kick,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
HM Side V-Up,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
HM Crab Crunch,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
HM Cross-Over Crunch,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
HM Crunch Pulse,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
HM Dead Bug,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
HM Single-Leg Inchworm,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
HM Floor Jack,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
HM Floor Wiper,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
HM Floor Kick,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
HM Sit-Up,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
HM Slow Mountain Climber,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
HM Slow Sit-Up,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
HM Half-Up,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
HM Hollow-Body Pulse,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
HM Hollow Hold,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
HM Inchworm,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
HM Right Side Hollow Hold with Pulse,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
HM Reverse Crunch with Frisbee,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
HM Left Side Bird-Dog,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
HM Left Side Crunch,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
HM Left Side Hollow Hold With Pulse,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
HM Reverse Crunch,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
HM Low Lunge With External Twist And Arm Reach,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
HM Mountain Climber,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
HM Prison Sit-Up,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
HM Plank Alternating Hip-Dip,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
HM Tuck-Up Get-Up,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
HM Flutter Kick,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
HM Plank,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
McGill Pull-Up,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
AM Leg Lift,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
AM Decline Abs,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Hanging crunch,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Tyler Holt Hanging Toes-To-Bar,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Side plank,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Bird dog-,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Single-leg curl up,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Single-kettlebell windmill,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
UNS Foam Roll Thigh,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
UNS Inverted row,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
UNS T-spine rotation with reach,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
UNS Quadruped thoracic rotation,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
UNS Pec stretch,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
UNS Lat stretch,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
UNS Foam Roll,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
UNS Foam Roll Lats,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
UNS Rocking Adductor Stretch,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
UNS Bird Dog,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
UNS Jumping Jack,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Ab wheel roll-out,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Bench mountain climber,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Feet-elevated bench side plank,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Cross-body sit-up,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Decline kayak,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
30 Decline Reverse Crunch,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Decline sit-up twist,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
30 Flat Bench Leg Raise,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
30 Flutter Kick,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Chin-up crunch,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
30 Gorilla Chin Oblique Crunch,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Half Turkish get-up,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
30 Hanging Oblique Crunch,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
30 Hollow-Body Hold,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Parallel bars knee raise,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
30 Landmine Twist,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Parallel bars leg raise,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Otis-up-,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
30 Shoulder Tap,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
30 Spider Crawl,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Spider crunch,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Toe-touch,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
30 Hanging Toes-To-Bar,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
30 V-Up,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Cocoon crunch,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Bench oblique crunch,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Full moon-,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Push-up to side plank,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Tyler Holt V-Up,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Tyler Holt Plank,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Tyler Holt Hip-Dip,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Suicides,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Towel Straight Plank Jack,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Holman Towel Hill Climber,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Holman Towel Elbow Plank Jack,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Towel Elbow Plank Pike,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Holman Towel Straight Plank Hand Reach,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Holman Towel Wax-On Wax-Off,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Holman Towel Wide Hill Climber,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Holman Towel Dirty Dog,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Holman Straight Plank Shoulder Tap,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Killer Abs,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Holman Straight Plank Split Jack,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Holman Elbow Plank Swim,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Elbow Plank Saw,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Holman Feet-Elevated Straight Plank Toe-Tap Series,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Holman Elbow Plank Pike Pull,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Holman Hand-Elevated Walk-Over Push-Up,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Holman Hands-Elevated Hill Climber,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Seated Pike,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Feet-Elevated Up-Down Plank,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Feet-Elevated Hand Tap,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Reverse Straight Plank with Alternating Heel Pull-In,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Holman Elbow Plank,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Straight Plank Squat Thrust,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Alternating Single-Leg Pike,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Knee Pull-In Crunch,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Straight Plank with Hand Tap,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Straight Plank with Dirty Dog,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Holman Elbow Plank Roll,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Froggy Push-Up,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Holman Straight Plank Hand Tap to Shoulder Tap,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Holman In-Out Straight Plank,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Holman Bicycle,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Alternating Diagonal Knee Pull-in,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Holman Elbow Plank with Step-Out,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Holman Alternating Slow L-Raise,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Holman Feet-Elevated Plank with Shoulder Tap,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Holman Feet-Elevated Inchworm Pike to Straight Plank Push-Up,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Feet-Elevated Up-Down Elbow Plank,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Holman Feet-Elevated Plank Pike Pull,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Holman Feet-Elevated Alternating Single-Leg Hip Raise,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Holman Feet-Elevated Plank Pike Pull to Push-Up,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Holman Standing Heel Click,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Holman Straight Plank Right-Left Jack to Split Jack,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Holman Elbow Plank Jack to Ninja Knees,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Right Side Elbow Plank with Left Leg Swing,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Left Side Elbow Plank with Right Leg Swing,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Straight Plank with Alternating Diagonal Sit-Back,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Boat Press with Leg Extension,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Holman Shoulder Tap to Dirty Dog,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Standing Russian Twist,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Hovering Plank with Shoulder Tap,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Elbow Plank to Stacked Plank Hip Drop,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Holman Elbow Plank to Walk-Up Pike,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Hill Climber,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Straight Plank Pike to Renegade Row,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Holman Alternating Hip Drop to Push-Up,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Holman Crab Kick,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Holman Wounded Bear Crawl,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Holman Alternating Crab Reach,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Holman Hovering Panther Core Stabilizer,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Holman Burpee to Forward Lunge,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Seated Knee Pull-In Series,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Elbow Plank Pike,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Elbow Plank Jack to Straight Plank Split Jack,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Boat Pull-Over,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Holman Squat Pulse to Plyometric Jump,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Holman Hands Down Heel Click,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Straight Plank to Kick-Up,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Holman Hands-Elevated Split Jack,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Holman Feet-Elevated Plank Reach,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Holman Hand-Elevated Side Plank Semicircle,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Holman Hands-Elevated Straight Plank Pike,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Alternating Rolling Elbow Plank,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Holman Elbow Plank Jack,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Holman Squat Thrust to Alternating Knee-In,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Holman Supine Double Pike,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Holman Elbow Plank Alternating Pike,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
Holman Seated Killer Abs,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Holman Side Plank Hip Drop,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Wide Hill Climber,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,3,5
Holman Straight-Legged Bicycle,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,4,5
Holman Stair Toe Tap,abs,body weight,Intermediate,1,1,Gain Muscle,waist,duration,5,5
