goal,level,gender,Equipment Required,Day 1 Body Parts,Day 2 Body Parts,Day 3 Body Parts,Day 4 Body Parts,Day 5 Body Parts,Day 6 Body Parts,Day 7 Body Parts
Gain Muscle,Beginner,Male & Female,"Barbell, Bodyweight, Dumbbells","upper legs, chest, back, back, upper arms, upper arms, upper arms, upper arms, upper legs, lower legs, waist","upper legs, lower legs, upper legs, lower legs, shoulders, back, chest, back, lower arms, upper arms, waist","upper legs, upper legs, chest, back, shoulders, upper arms, upper arms, upper arms, upper arms, upper legs, lower legs, waist","upper legs, chest, back, back, upper arms, upper arms, upper arms, upper arms, upper legs, lower legs, waist","upper legs, lower legs, upper legs, lower legs, shoulders, back, chest, back, lower arms, upper arms, waist","upper legs, upper legs, chest, back, shoulders, upper arms, upper arms, upper arms, upper arms, upper legs, lower legs, waist","upper legs, chest, back, back, upper arms, upper arms, upper arms, upper arms, upper legs, lower legs, waist"
Gain Muscle,Intermediate,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells","upper legs, chest, back, shoulders, upper legs, upper arms, upper arms, upper arms, upper arms, lower arms, upper arms, waist","chest, chest, upper legs, upper legs, lower legs, back, shoulders, upper arms, upper arms, upper arms, upper arms, waist","upper legs, lower legs, chest, shoulders, back, upper legs, upper arms, upper arms, upper arms, upper arms, back, waist","upper legs, chest, back, shoulders, upper legs, upper arms, upper arms, upper arms, upper arms, lower arms, upper arms, waist","chest, chest, upper legs, upper legs, lower legs, back, shoulders, upper arms, upper arms, upper arms, upper arms, waist","upper legs, lower legs, chest, shoulders, back, upper legs, upper arms, upper arms, upper arms, upper arms, back, waist","upper legs, chest, back, shoulders, upper legs, upper arms, upper arms, upper arms, upper arms, lower arms, upper arms, waist"
Gain Muscle,Beginner,Male & Female,"Barbell, Cables, Dumbbells, Machines","chest, chest, chest, upper arms, upper arms, shoulders, shoulders, shoulders","upper legs, lower legs, back, back, back, back, upper legs, back","upper legs, upper legs, upper legs, upper legs, upper legs, lower legs, lower arms, upper arms, lower arms, upper arms","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, lower arms, upper arms","chest, chest, chest, upper arms, upper arms, shoulders, shoulders, shoulders","upper legs, lower legs, back, back, back, back, upper legs, back","upper legs, upper legs, upper legs, upper legs, upper legs, lower legs, lower arms, upper arms, lower arms, upper arms"
Gain Muscle,Beginner,Male & Female,Dumbbells,"chest, chest, chest, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","back, back, chest, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","upper legs, lower legs, upper legs, lower legs, upper legs, lower legs, upper legs, lower legs, upper legs, lower legs, upper legs, lower legs, shoulders, shoulders, back, back","chest, chest, chest, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","back, back, chest, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","upper legs, lower legs, upper legs, lower legs, upper legs, lower legs, upper legs, lower legs, upper legs, lower legs, upper legs, lower legs, shoulders, shoulders, back, back","chest, chest, chest, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms"
Gain Muscle,Beginner,Female,"Bodyweight, Dumbbells","waist, waist, waist, upper legs, upper legs, lower legs, upper legs","upper legs, upper legs, upper legs, lower legs, upper legs, lower legs, lower arms, upper arms, lower arms, upper arms","chest, back, chest, shoulders, upper arms, upper arms, upper arms, upper arms","waist, waist, waist, upper legs, upper legs, lower legs, upper legs","waist, waist, waist, upper legs, upper legs, lower legs, upper legs","upper legs, upper legs, upper legs, lower legs, upper legs, lower legs, lower arms, upper arms, lower arms, upper arms","chest, back, chest, shoulders, upper arms, upper arms, upper arms, upper arms"
Gain Muscle,Beginner,Male & Female,Machines,"chest, chest, chest, shoulders, shoulders, upper arms, upper arms","back, back, -, upper arms, upper arms, upper arms, upper arms","upper legs, upper legs, upper legs, lower legs, upper legs, upper legs, lower arms, upper arms","chest, chest, chest, shoulders, shoulders, upper arms, upper arms","back, back, -, upper arms, upper arms, upper arms, upper arms","upper legs, upper legs, upper legs, lower legs, upper legs, upper legs, lower arms, upper arms","chest, chest, chest, shoulders, shoulders, upper arms, upper arms"
Gain Muscle,Beginner,Male & Female,"Bodyweight, Cables, Dumbbells, Machines","upper legs, upper legs, lower legs, lower arms, upper arms, back, back, chest, shoulders","upper legs, lower legs, upper legs, -, back, shoulders, chest, upper arms, upper arms, upper arms, upper arms","upper legs, upper legs, lower arms, upper arms, back, shoulders, chest, upper arms, upper arms, upper arms, upper arms","upper legs, upper legs, lower legs, lower arms, upper arms, back, back, chest, shoulders","upper legs, lower legs, upper legs, -, back, shoulders, chest, upper arms, upper arms, upper arms, upper arms","upper legs, upper legs, lower arms, upper arms, back, shoulders, chest, upper arms, upper arms, upper arms, upper arms","upper legs, upper legs, lower legs, lower arms, upper arms, back, back, chest, shoulders"
Gain Muscle,Intermediate,Male & Female,"Barbell, Bodyweight, Dumbbells","shoulders, shoulders, shoulders, shoulders, shoulders","back, back, back, upper legs, lower legs, back","chest, chest, chest, chest, chest, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, waist","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, lower arms, upper arms","upper legs, upper legs, -, lower arms, upper arms","shoulders, shoulders, shoulders, shoulders, shoulders","back, back, back, upper legs, lower legs, back"
Gain Muscle,Beginner,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells, Machines","chest, chest, upper arms, upper arms, upper arms, upper arms","back, back, back, upper arms, upper arms","upper legs, upper legs, upper legs, lower legs, shoulders, shoulders","chest, chest, upper arms, upper arms, upper arms, upper arms","back, back, back, upper arms, upper arms","upper legs, upper legs, upper legs, lower legs, shoulders, shoulders","chest, chest, upper arms, upper arms, upper arms, upper arms"
Gain Muscle,Intermediate,Female,"Barbell, Bodyweight, Cables, Dumbbells","chest, back, shoulders, back, waist, upper legs","upper legs, upper legs, lower legs, upper legs, upper legs, upper legs","chest, back, shoulders, back, upper arms, upper arms, upper arms, upper arms, upper legs","upper legs, upper legs, lower legs, upper legs, upper legs, upper legs","chest, back, shoulders, back, waist, upper legs","upper legs, upper legs, lower legs, upper legs, upper legs, upper legs","chest, back, shoulders, back, upper arms, upper arms, upper arms, upper arms, upper legs"
Gain Muscle,Advanced,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells, Exercise Ball, Machines","shoulders, shoulders, back, shoulders, shoulders, waist","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, lower arms, upper arms, waist","upper legs, upper legs, upper legs, upper legs, lower legs, lower arms, upper arms, lower arms, upper arms, waist","back, back, back, back, waist","chest, chest, chest, chest, waist","shoulders, shoulders, back, shoulders, shoulders, waist","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, lower arms, upper arms, waist"
Gain Muscle,Beginner,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells, Machines","upper legs, upper legs, lower legs, back, chest, shoulders, back, upper arms, upper arms, upper arms, upper arms, upper legs, lower arms, upper arms, lower arms, upper arms, waist","upper legs, upper legs, lower legs, back, chest, shoulders, back, upper arms, upper arms, upper arms, upper arms, upper legs, lower arms, upper arms, lower arms, upper arms, waist","chest, chest, back, back, shoulders, shoulders, back, upper arms, upper arms, upper arms, upper arms, lower arms, upper arms","upper legs, upper legs, upper legs, lower legs, upper legs, lower arms, upper arms, waist, -","upper legs, upper legs, lower legs, back, chest, shoulders, back, upper arms, upper arms, upper arms, upper arms, upper legs, lower arms, upper arms, lower arms, upper arms, waist","upper legs, upper legs, lower legs, back, chest, shoulders, back, upper arms, upper arms, upper arms, upper arms, upper legs, lower arms, upper arms, lower arms, upper arms, waist","chest, chest, back, back, shoulders, shoulders, back, upper arms, upper arms, upper arms, upper arms, lower arms, upper arms"
Gain Muscle,Beginner,Male & Female,"Bodyweight, Cables, Dumbbells, Machines","chest, chest, chest, chest, chest, chest","back, back, back, back, back, back","upper legs, upper legs, -, upper legs, lower legs, upper legs, lower arms, upper arms, upper legs","shoulders, shoulders, shoulders, shoulders, shoulders, back","upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","chest, chest, chest, chest, chest, chest","back, back, back, back, back, back"
Gain Muscle,Beginner,Male & Female,"Bodyweight, Cables, Dumbbells, Machines","chest, chest, chest, shoulders, shoulders, upper arms, upper arms","back, back, back, back, upper arms, upper arms","upper legs, upper legs, upper legs, lower legs, upper legs, lower legs, upper legs, lower arms, upper arms","shoulders, shoulders, shoulders, chest, chest, upper arms, upper arms","back, shoulders, back, back, upper arms, upper arms","upper legs, upper legs, upper legs, lower legs, back, upper legs, lower arms, upper arms","chest, chest, chest, shoulders, shoulders, upper arms, upper arms"
Gain Muscle,Beginner,Male & Female,"Bodyweight, Cables, Dumbbells, EZ Bar, Machines","chest, chest, back, back, shoulders, shoulders, upper arms, upper arms, upper arms, upper arms","upper legs, upper legs, lower legs, upper legs, upper legs, lower legs, -, lower arms, upper arms","shoulders, shoulders, back, back, chest, chest, upper arms, upper arms, upper arms, upper arms","upper legs, -, back, upper legs, upper legs, lower legs, lower arms, upper arms","chest, chest, back, back, shoulders, shoulders, upper arms, upper arms, upper arms, upper arms","upper legs, upper legs, lower legs, upper legs, upper legs, lower legs, -, lower arms, upper arms","shoulders, shoulders, back, back, chest, chest, upper arms, upper arms, upper arms, upper arms"
Gain Muscle,Intermediate,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells","chest, chest, upper arms, upper arms, chest","upper legs, upper legs, lower legs, upper legs, waist","back, back, back, back","shoulders, shoulders, back, back, waist","chest, chest, upper arms, upper arms, chest","upper legs, upper legs, lower legs, upper legs, waist","back, back, back, back"
Gain Muscle,Beginner,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar","upper legs, chest, upper legs, lower legs, back, shoulders, upper arms, upper arms, upper arms, upper arms, lower arms, upper arms, waist","upper legs, chest, upper legs, lower legs, back, shoulders, upper arms, upper arms, upper arms, upper arms, lower arms, upper arms, waist","upper legs, lower legs, upper legs, chest, back, shoulders, chest, upper arms, upper arms, back, waist","upper legs, chest, upper legs, lower legs, back, shoulders, upper arms, upper arms, upper arms, upper arms, lower arms, upper arms, waist","upper legs, upper legs, upper legs, lower legs, lower arms, upper arms, waist, back","chest, back, shoulders, chest, back, upper arms, upper arms","upper legs, lower legs, upper legs, upper legs, lower arms, upper arms, waist, back"
Gain Muscle,Intermediate,Male & Female,"Barbell, Bodyweight, Dumbbells, Machines","chest, chest, chest, chest, upper arms, upper arms, upper arms, upper arms","back, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","upper legs, lower legs, upper legs, lower legs, upper legs, lower legs, upper legs, lower legs, upper legs, lower legs","shoulders, shoulders, shoulders, back, lower arms, upper arms, lower arms, upper arms","chest, chest, chest, chest, upper arms, upper arms, upper arms, upper arms","back, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms, upper arms","upper legs, lower legs, upper legs, lower legs, upper legs, lower legs, upper legs, lower legs, upper legs, lower legs"
 Lose Weight,Intermediate,Male & Female,"Barbell, Bodyweight, Cables, Dumbbells, EZ Bar, Exercise Ball, Machines","shoulders, back, back, back, upper arms, upper arms, upper arms, upper arms, waist, waist, waist, waist","upper legs, upper legs, upper legs, lower legs, upper legs, lower legs, lower arms, upper arms, lower arms, upper arms, -, -, waist, -","chest, shoulders, shoulders, back, shoulders, back, waist, -, waist, waist","upper legs, upper legs, upper legs, upper legs, lower legs, upper legs, lower legs, lower arms, upper arms, waist, waist, waist, waist","shoulders, back, back, back, upper arms, upper arms, upper arms, upper arms, waist, waist, waist, waist","upper legs, upper legs, upper legs, lower legs, upper legs, lower legs, lower arms, upper arms, lower arms, upper arms, -, -, waist, -","chest, shoulders, shoulders, back, shoulders, back, waist, -, waist, waist"
